상호명,시도명,시군구명
스타벅스오창호수공원점,충청북도,청주시 청원구
스타벅스청주지웰시티점,충청북도,청주시 흥덕구
스타벅스청주서문점,충청북도,청주시 상당구
스타벅스,충청북도,청주시 청원구
스타벅스,충청북도,충주시
스타벅스,충청북도,음성군
스타벅스,충청북도,증평군
스타벅스,충청북도,청주시 서원구
스타벅스,충청북도,청주시 흥덕구
스타벅스,충청북도,보은군
스타벅스,충청북도,청주시 상당구
스타벅스청주봉명DT점,충청북도,청주시 흥덕구
스타벅스현대충청점,충청북도,청주시 흥덕구
스타벅스,충청북도,청주시 상당구
스타벅스,충청북도,충주시
스타벅스,충청북도,청주시 상당구
스타벅스,충청북도,청주시 흥덕구
스타벅스청주지웰씨티,충청북도,청주시 흥덕구
스타벅스,충청북도,청주시 서원구
스타벅스현대충청,충청북도,청주시 흥덕구
스타벅스,충청북도,충주시
스타벅스,충청북도,제천시
스타벅스,충청북도,청주시 서원구
스타벅스,충청북도,청주시 청원구
스타벅스,충청북도,충주시
스타벅스,충청북도,음성군
스타벅스,충청북도,제천시
